"award_id"	"contract_id"	"vendor"	"contract"	"estimated_cost"	"obligated_amount"	"start_date"	"end_date"	"issuing_office"	"type"
"72067420CA00005"	"72067420CA00005"	"FINANCIAL SERVICES VOLUNTEER CORPS"	"New Cooperative Agreement - Strengthening Anti-corruption processes in SADC"	9e+06	6300000	2020-08-12	2027-08-11	"USAID/South Africa"	"defunded"
"720BHA23GR00335"	"720BHA23GR00335"	"CRS - USCCB"	"For a new award in Shelter and Settlements, Water, Sanitation and Hygiene, Economic Recovery and Market Systems, and Humanitarian Coordination in Burkina Faso."	9e+06	9e+06	2023-06-16	2025-09-30	"USAID BHA"	"defunded"
"720BHA24LA00002"	"720BHA24LA00002"	"SAVE THE CHILDREN FEDERATION, INC."	"Peer-to-peer Evidence, Analysis, and Knowledge Sharing activity will enhance the quality and impact of food security activities conducted by implementing partners of the United States Agency for International Development Bureau for Humanitarian Assistance."	9e+06	1367435	2024-10-01	2027-09-30	"USAID BHA"	"defunded"
"AID-AFR-T-16-00009"	"AID-AFR-T-16-00009"	"U S GEOLOGICAL SURVEY"	"AFR/SD/EGEA - The Bureau for Africa Office of Sustainable Development (AFR/SD) water team proposes to implement a PAPA with the USGS to provide technical assistance, capacity building and remote sensing tools to support the development of groundwater resources in water scarce regions of the continent"	9e+06	7361179	2016-09-26	2026-09-25	"USAID A/AID"	"defunded"
"72038624C00001"	"72038624C00001"	"ARD, INC"	"The purpose of the Forest-PLUS 3.0 Activity is to provide technical assistance that supports the Government of India to strengthen sustainable, inclusive and data-driven management of forest landscapes. Specifically, the Activity will build on, scale up, and institutionalize at a national level the solutions developed and piloted by Forest-PLUS 2.0 to support India’s forest-based climate mitigation commitments by: (1) improving the sustainable management and eco-restoration of forest landscapes through technological innovations; and (2) strengthening the institutional and enabling environment for inclusive and resilient forest ecosystems."	8998909	4600000	2023-12-04	2026-12-03	"USAID/India"	"defunded"
"72062424LA00001"	"72062424LA00001"	"TECHNOSERVE"	"The purpose of this activity is to expand large scale food fortification and increase the availability of foods that are rich in key micronutrients to improve food security and nutrition outcomes across West Africa."	8994971	3600000	2024-06-10	2029-06-09	"USAID/West Africa Regional"	"defunded"
"72061319GR00002"	"72061319GR00002"	"UNITED NATIONS WORLD FOOD PROGRAMME"	"The objective of this activity is to strengthen and diversify livelihoods among poor Zimbabweans vulnerable to recurrent crises. The activity will improve smallholder production, the governance of community resources, and access to finance and markets, on-farm and off-farm livelihood opportunities will be strengthened and expanded."	8911461.83	8911461.83	2019-10-01	2025-06-30	"USAID/Zimbabwe"	"defunded"
"72011122C00001"	"72011122C00001"	"DELOITTE CONSULTING LLP"	"Improved Water management for Sustainable Economic Growth Activity"	8910606	5944381	2022-07-06	2027-07-05	"USAID/Armenia"	"defunded"
"720BHA23IO00194"	"720BHA23IO00194"	"WORLD HEALTH ORGANIZATION"	"The purpose of this REQ is for a new FY23 IDA (FD-X23) funded award to the UNWHO, for the total amount of $6,000,000, to WHO for Nutrition and Health Sectors in Ethiopia."	8900000	8900000	2023-07-24	2025-07-23	"USAID BHA"	"defunded"
"AID-OAA-A-15-00065"	"AID-OAA-A-15-00065"	"WORLD WILDLIFE FUND, INC."	"Tropical Forest Alliance 2020 - GDA Paraguay"	8900000	8900000	2015-09-30	2025-08-31	"USAID/Paraguay"	"defunded"
"720BHA24CA00005"	"720BHA24CA00005"	"SOCIAL SOLUTIONS INTERNATIONAL, INC."	"DRR capacity building, awareness, and improved planning and engagement that will reduce Melanesian communities’ vulnerability to climate-accelerated natural hazards while promoting resiliency."	8898135	4446854	2024-03-25	2028-03-24	"USAID BHA"	"defunded"
"7200AA20CA00030"	"7200AA20CA00030"	"OLD DOMINION UNIVERSITY RESEARCH FOUNDATION"	"The primary purpose of the proposed program is to transfer funds to accomplish a public purpose of support or stimulation of the HIV prevention products targeted for adolescent girls and young women in low and middle income countries."	8891213	8179463	2020-09-22	2025-09-21	"USAID GH"	"defunded"
"72051918CA00005"	"72051918CA00005"	"WHOLE CHILD INTERNATIONAL"	"Initial sub-obligation of $2,000,000.00 to the new \"Promoting Child Development, Protection, and alternative care in the face of extreme violence in El Salvador (PROMOVER)\""	8882871	8882871	2018-06-22	2026-10-19	"USAID/El Salvador"	"defunded"
"7200AA19M00015"	"7200AA19M00015"	"JR REINGOLD & ASSOCIATES INC"	"Training services to support U.S. Agency for International Developments Development Outreach and Communications Program to align global communications and outreach activities with U.S. Government development priorities."	8872004	7902964	2019-10-14	2026-01-13	"USAID M/OAA"	"defunded"
"72053822IO00002"	"72053822IO00002"	"UNITED NATIONS DEVELOPMENT PROGRAMME"	"Cost-type award to standardized, harmonize and build capacity for data collection on crime and use of data in decision making."	8803442	8803442	2022-04-26	2026-04-24	"USAID/ESC (Barbados)"	"defunded"
"72052721CA00005"	"72052721CA00005"	"WAKE FOREST UNIVERSITY"	"The purpose of this activity is to improve biodiversity conservation and sustainable development in Loreto and Madre de Dios by strengthening regional science capacity to improve assessment of the environmental impacts of illegal Artisanal Small Scale Gold Mining (ASGM), fill critical knowledge gaps, and develop and promote technological innovations to advance new solutions for landscape recovery, sustainability, and biodiversity protection."	8800000	6923566	2021-06-01	2026-05-31	"USAID/Peru"	"defunded"
"72EGEE18GR00001"	"72EGEE18GR00001"	"UNITED NATIONS OFFICE FOR PROJECT SERVICES"	"Cities Alliance is a global coalition of cities and their development partners committed to urban poverty reduction. The Alliance’s overall objectives are to build political commitment and a shared vision for scaling up slum upgrading and city development strategies, to distill and share knowledge on sound practices and experiences, and to catalyze citywide and nationwide impact. The Cities Alliance approach emphasizes greater donor coordination and coherence of effort around city development and urban poverty reduction."	8774826	8774826	2018-06-06	2025-09-30	"USAID DRG"	"defunded"
"72016820C00002"	"72016820C00002"	"INSTITUT ZA RAZVOJ MLADIH KULT"	"Competitive Contract INSPIRE - Human Rights activity. INSPIRE activity is to empower citizens and government institutions to improve the overall human rights protections, provided services, and employment prospects for BiH's most vulnerable persons."	8769193	8769193	2020-08-13	2025-08-12	"USAID/Bosnia/Herz"	"defunded"
"72049218CA00006"	"72049218CA00006"	"PHILIPPINE BUSINESS FOR EDUCATION INC."	"IGF::OT::IGF YouthWorks PH - the primary focus of this alliance is to help improve the quality of education and training of the Filipino youth through strategic private sector investments"	8766778	6794227	2018-06-01	2026-09-30	"USAID/Philippines"	"defunded"
"720BHA24IO00027"	"720BHA24IO00027"	"UNITED NATIONS WORLD FOOD PROGRAMME"	"To provide assistance for food insecure households through cash transfers and agriculture activities to build resilience against climate change."	8750000	8750000	2024-01-01	2025-12-31	"USAID BHA"	"defunded"
"7200AA23CA00007"	"7200AA23CA00007"	"GENEX COOPERATIVE"	"The purpose of this award is to build and strengthen agricultural cooperatives in Kenya, Uganda and Nigeria"	8731598	3050000	2023-10-01	2028-09-30	"USAID M/OAA"	"defunded"
"72011123CA00001"	"72011123CA00001"	"COUNTERPART INTERNATIONAL, INC."	"The CSA activity's goal is to enhance civil society sustainability through improved financial viability, organizational capacity, policy dialogue, and promotion of locally-led development."	8699992	5700000	2022-10-20	2027-10-19	"USAID/Armenia"	"defunded"
"7200AA22F00007"	"7200AA22F00007"	"ENCOMPASS LLC"	"OTI M&E initial placeholder - PPL EVAL-ME-II"	8679349	971175	2022-01-07	2027-01-06	"USAID M/OAA"	"defunded"
"72051224CA00001"	"72051224CA00001"	"CENTRO DE TRABALHO INDIGENISTA"	"The “Alliance of Indigenous Peoples for the Forests of the Eastern Amazon: Conserve, Protect and Restore” activity results from a successful concept note submitted by CTI in response the Notice of Funding Opportunity/Annual Program Statement (NOFO/APS) number 72051222APS00001. This activity, co-designed with USAID/Brazil's Environment Office, will strengthen the capacity of three Indigenous representative organizations and the communities to protect, sustainably manage, and restore the natural resources of Indigenous lands in the Eastern Amazon region."	8671000	1940882	2023-11-30	2028-11-29	"USAID/Brazil"	"defunded"
"7200AA23M00013"	"7200AA23M00013"	"DEVTECH SYSTEMS INC"	"Provides education technical and support services as needed including but not limited to monitoring, evaluation, research, learning, professional development, event logistics support, and translation to the USAID LAC Bureau and for operating units and other activities in the LAC region."	8668047	2016654	2023-09-29	2028-09-28	"USAID M/OAA"	"defunded"
"AID-OAA-A-16-00058"	"AID-OAA-A-16-00058"	"MASSACHUSETTS INSTITUTE OF TECHNOLOGY"	"The activity is to design and field validate ultra-low pressure drip irrigation systems for the MENA region that will cut pumping energy by 50% (for electric or diesel pumps), enable drip systems to run on low-pressure municipal water supplies, and facilitate the dissemination of low-cost, solar-powered drip irrigation solutions."	8643728	7843728	2016-09-30	2025-09-19	"USAID M/OAA"	"defunded"
"72052722CA00003"	"72052722CA00003"	"SOCIEDAD PERUANA DE DERECHO AMBIENTAL"	"Combatting Illegal, Unreported and Unregulated (IUU)Fishing in Peru and Ecuador."	8600000	5999804	2022-10-01	2027-09-30	"USAID/Peru"	"defunded"
"72051925CA00001"	"72051925CA00001"	"FUNDACION POMA"	"Futuro Ya: Training and Employment for Youth. Holistic intervention that builds the capacity of youth through education in different life stages while building the capacity of teachers, and at the same time stimulating demand for labor (with an emphasis on training for youth with characteristics of likely migrants) in the Salvadoran business community."	8594310	2660681	2024-11-15	2029-11-14	"USAID/El Salvador"	"defunded"
"720BHA24CA00002"	"720BHA24CA00002"	"BRAC"	"Improve local government’s ability to prepare for, respond to, and recover from climate-induced disasters."	8510234	3404094	2024-03-12	2029-03-11	"USAID BHA"	"defunded"
"7200AA23LE00004"	"7200AA23LE00004"	"ACDI/VOCA"	"John Ogonowski and Doug Bereuter Farmer-to-Farmer (F2F) Program"	8500000	3054256	2023-10-01	2028-09-29	"USAID M/OAA"	"defunded"
"7200AA23LE00006"	"7200AA23LE00006"	"CRS - USCCB"	"John Ogonowski and Doug Bereuter Farmer-to-Farmer (F2F) Program"	8500000	3054256	2023-10-01	2028-09-29	"USAID M/OAA"	"defunded"
"7200AA23LE00008"	"7200AA23LE00008"	"IESC"	"John Ogonowski and Doug Bereuter Farmer-to-Farmer (F2F) Program"	8500000	3054256	2023-10-01	2028-09-29	"USAID M/OAA"	"defunded"
"7200AA23LE00009"	"7200AA23LE00009"	"LAND O'LAKES VENTURE37"	"John Ogonowski and Doug Bereuter Farmer-to-Farmer (F2F) Program"	8500000	3054256	2023-10-01	2028-09-29	"USAID M/OAA"	"defunded"
"7200AA23LE00010"	"7200AA23LE00010"	"WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT"	"John Ogonowski and Doug Bereuter Farmer-to-Farmer (F2F) Program"	8500000	3054256	2023-10-01	2028-09-29	"USAID M/OAA"	"defunded"
"7200AA23LE00012"	"7200AA23LE00012"	"COOPERATIVE LEAGUE OF THE UNITED STATES OF AMERICA"	"John Ogonowski and Doug Bereuter Farmer-to-Farmer (F2F) Program"	8500000	3054256	2023-10-01	2028-09-29	"USAID M/OAA"	"defunded"
"7200AA23LE00013"	"7200AA23LE00013"	"CNFA"	"John Ogonowski and Doug Bereuter Farmer-to-Farmer (F2F) Program"	8500000	4059050	2023-10-01	2028-09-29	"USAID M/OAA"	"defunded"
"7200AA23LE00014"	"7200AA23LE00014"	"PARTNERS OF THE AMERICAS, INC."	"John Ogonowski and Doug Bereuter Farmer-to-Farmer (F2F) Program"	8500000	3062502	2023-10-01	2028-09-29	"USAID M/OAA"	"defunded"
"72044221LA00002"	"72044221LA00002"	"FAMILY HEALTH INTERNATIONAL"	"The goal of the Civil Society Support (CSS) activity is to expand civic space to strengthen democratic reforms and promote and protect human rights."	8500000	8500000	2021-06-01	2025-06-30	"USAID/Cambodia"	"defunded"
"72048618CA00001"	"72048618CA00001"	"THE ASIA FOUNDATION"	"USAID LEGAL AID SUPPORT ACTIVITY"	8500000	8500000	2018-08-14	2025-09-30	"USAID/RDMA/Thailand"	"defunded"
"72061725CA00004"	"72061725CA00004"	"AFRICAN YOUTH DEVELOPMENT LINK"	"The Civic Engagement Activity is to enhance citizen participation in social and political processes in Uganda, with a particular focus on youth. The activity has three intermediate objectives: Citizens’ civic awareness and agency is increased; Citizens are organized and have opportunities to participate in civic and political processes; and Citizens engage and demand political accountability from their leaders."	8500000	2500000	2024-12-17	2028-05-15	"USAID/Uganda"	"defunded"
"72061523FA00001"	"72061523FA00001"	"KENYATTA UNIVERSITY"	"USAID Health Equity and Resource Optimization (USAID HERO)"	8473001	6050884	2023-03-17	2026-02-16	"American Embassy Nairobi"	"defunded"
"72012125C00002"	"72012125C00002"	"CRDF GLOBAL"	"The objective of this contract is to provide USAID/Ukraine Implementing Partners (IPs) resources, security information, and opportunities to reduce their security risk profile with the goal of improving delivery of USG assistance. The purpose of the PLSO is to serve as a liaison to and facilitate communications between the IPs and USAID/Ukraine, and between IPs themselves, to enable the IPs to better use and share publicly available information as a decision support mechanism."	8448956	3e+06	2025-01-02	2030-01-01	"USAID/Ukraine"	"defunded"
